Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36
Ben Hansbrough,25,IND,NBA,2012-13,28,0,200,15,45,9,22,6,23,21,27,2,16,18,21,7,2,18,23,57,0.333333333,0.409090909,0.260869565,0.777777778,0.4,4.7597216537,10.1530904625,2.49038067949,4.81866557511,2.26934097421,5.33442488743,3.59557920589,4.61236185018,0.795742939009,3.13876381498,3.93450675399,4.3913221449,1.14940646746,0.132623823168,2.12198117069,2.50511665984,15.3843634875
Ben McLemore,20,SAC,NBA,2013-14,82,55,2187,255,679,160,382,95,297,115,143,53,182,235,82,45,18,96,201,720,0.375552283,0.418848168,0.31986532,0.804195804,0.4455081,5.98488664987,12.0906801008,3.77833753149,6.83123425693,2.20654911839,5.25944584383,3.62720403023,4.17128463476,1.42065491184,4.38287153652,5.80352644836,2.20654911839,1.11838790932,0.755667506297,2.3274559194,2.08564231738,17.8035264484
Ben Uzoh,22,NJN,NBA,2010-11,42,0,438,61,144,58,136,3,8,33,56,30,31,61,69,13,8,25,29,158,0.423611111,0.426470588,0.375,0.589285714,0.434027778,5.51081530782,12.0698835275,4.04326123128,7.78702163062,1.46755407654,4.28286189684,3.50415973378,4.58236272879,1.01830282862,3.86356073211,4.88186356073,4.88186356073,1.01830282862,0.778702163062,2.39600665557,1.79700499168,15.993344426
Bernard James,27,DAL,NBA,2012-13,46,11,457,53,103,53,101,0,2,25,41,52,79,131,6,12,38,18,64,131,0.514563107,0.524752475,0.0,0.609756098,0.514563107,5.80918727915,9.26501766784,5.80918727915,9.26501766784,0.0,0.0,2.60777385159,4.93992932862,3.83745583039,6.42402826855,10.2614840989,0.508833922261,1.16607773852,3.47703180212,2.60777385159,2.62897526502,14.2261484099
Bernard Robinson,24,CHA,NBA,2004-05,31,1,328,36,81,33,73,3,8,18,26,14,34,48,30,11,4,20,42,93,0.444444444,0.452054795,0.375,0.692307692,0.462962963,5.40098199673,12.2847790507,4.72340425532,10.0065466448,0.677577741408,2.27823240589,3.29950900164,4.05564648118,0.0,0.0,6.28477905074,3.57446808511,1.65957446809,0.461538461538,0.0,0.0,14.7790507365
Blake Ahearn,23,MIA,NBA,2007-08,12,0,177,15,57,5,23,10,34,30,31,1,18,19,19,6,0,16,20,70,0.263157895,0.217391304,0.294117647,0.967741935,0.350877193,5.08718548859,12.0280866004,2.18022235225,4.90813341135,2.90696313634,7.119953189,4.58162668227,4.84493856056,0.0,0.0,2.3276770041,2.43300175541,0.990052662376,0.0631948507899,0.0,0.0,17.6629607958
Blake Griffin,21,LAC,NBA,2010-11,82,82,3112,696,1376,689,1352,7,24,446,695,270,719,989,312,63,45,223,252,1845,0.505813953,0.509615385,0.291666667,0.641726619,0.508357558,8.28924833492,13.4100856327,8.23786869648,13.2388201713,0.0513796384396,0.171265461465,5.25784966698,8.92293054234,4.17887725975,9.6079923882,13.786869648,2.41484300666,1.23311132255,1.18173168411,3.28829686013,0.0,21.8877259753
Bobby Brown,24,TOT,NBA,2008-09,68,2,931,141,360,96,230,45,130,34,43,14,38,52,117,21,3,63,95,361,0.391666667,0.417391304,0.346153846,0.790697674,0.454166667,6.27980841946,14.6649861356,3.4938240484,7.27804386186,2.78598437106,7.38694227376,2.45021426771,3.1036047391,0.0,0.0,2.6044870179,4.68263171162,1.37937988404,0.127048147215,0.0,0.0,17.7958154777
Bobby Jones,23,PHI,NBA,2006-07,44,5,336,43,93,42,84,1,9,23,41,22,35,57,16,11,1,18,59,110,0.462365591,0.5,0.111111111,0.56097561,0.467741935,5.06604712911,10.1201460339,4.28941254564,8.00531032194,0.776634583472,2.11483571192,3.73979422502,5.29306339197,0.0,0.0,7.3720544308,1.82807832725,1.60106206439,0.704945237305,0.0,0.0,14.6485230667
Bobby Portis,20,CHI,NBA,2015-16,62,4,1102,186,436,170,384,16,52,48,66,123,214,337,52,25,22,54,100,436,0.426605505,0.442708333,0.307692308,0.727272727,0.444954128,7.42026078235,14.1183550652,7.00501504514,12.9809428285,0.415245737212,1.13741223671,3.64694082247,4.94684052156,3.95386158475,5.99398194584,9.94784353059,1.66098294885,1.33600802407,1.8776328987,1.75125376128,2.47342026078,18.9027081244
Bobby Simmons,21,WAS,NBA,2001-02,30,3,343,43,95,39,81,4,14,22,30,25,27,52,17,13,5,14,31,112,0.452631579,0.481481481,0.285714286,0.733333333,0.473684211,4.93637291596,11.5263695134,3.45423613474,7.04321197686,1.48213678122,4.48315753658,4.11568560735,5.25484858796,0.0,0.0,8.57434501531,2.53555631167,1.51888397414,0.208234093229,2.89077917659,3.31949642736,15.4705682205
Bracey Wright,21,MIN,NBA,2005-06,7,0,135,21,51,15,34,6,17,14,16,3,15,18,5,1,0,8,8,62,0.411764706,0.441176471,0.352941176,0.875,0.470588235,5.56309719934,13.7476112026,3.3568369028,7.43723228995,2.20626029654,6.31037891269,4.43624382208,5.71729818781,0.0,0.0,5.13607907743,2.4197693575,0.937067545305,0.557495881384,0.0,0.0,17.7686985173
Bradley Beal,19,WAS,NBA,2012-13,56,46,1745,282,687,191,451,91,236,125,159,43,168,211,137,50,29,90,113,780,0.410480349,0.423503326,0.38559322,0.786163522,0.476710335,4.97237569061,11.1665351223,3.18232044199,5.8816101026,1.79005524862,5.28492501973,3.77900552486,4.91554853986,1.42067876875,5.65430149961,7.07498026835,2.35832675612,1.44909234412,0.880820836622,2.24467245462,2.15943172849,15.5138121547
Brandan Wright,20,GSW,NBA,2007-08,38,6,376,62,112,62,112,0,0,27,40,38,61,99,9,6,22,13,36,151,0.553571429,0.553571429,0.0,0.675,0.553571429,8.10266535044,12.5449160908,8.10266535044,12.5449160908,0.0,0.0,3.16288252715,5.57946692991,0.0,0.0,8.13820335637,1.31490621915,1.27936821323,2.309970385,0.0,19.368213228,0.0
Branden Dawson,22,LAC,NBA,2015-16,6,0,29,2,5,2,5,0,0,1,1,2,2,4,0,0,1,0,2,5,0.4,0.4,0.0,1.0,0.4,5.89583333333,10.5520833333,5.89583333333,10.4583333333,0.0,0.09375,1.84375,3.30208333333,3.42708333333,5.96875,9.39583333333,1.88541666667,1.69791666667,1.47916666667,2.28125,2.20833333333,13.6354166667
Brandin Knight,23,HOU,NBA,2004-05,1,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.11237520316,10.3060134664,2.36545159043,4.83956350128,1.74692361272,5.46644996517,2.06454608776,3.84490364523,0.0,0.0,4.11237520316,7.31367541212,2.49082888321,0.45971674019,0.0,0.0,12.0362201068
Brandon Armstrong,21,NJN,NBA,2001-02,35,0,196,27,85,22,68,5,17,5,10,10,6,16,8,7,1,8,26,64,0.317647059,0.323529412,0.294117647,0.5,0.347058824,7.84194528875,17.8723404255,5.25227963526,11.2522796353,2.5896656535,6.62006079027,3.15501519757,3.82978723404,0.0,0.0,3.81155015198,1.75075987842,2.00607902736,0.255319148936,2.29787234043,3.06382978723,21.4285714286
Brandon Bass,20,NOK,NBA,2005-06,29,1,268,28,70,28,70,0,0,12,19,18,50,68,3,3,7,11,18,68,0.4,0.4,0.0,0.631578947,0.4,5.38217821782,9.96237623762,5.07920792079,9.1603960396,0.30297029703,0.80198019802,4.79405940594,6.14851485149,0.0,0.0,8.66138613861,0.748514851485,0.80198019802,1.85346534653,0.0,0.0,15.8613861386
Brandon Davies,22,PHI,NBA,2013-14,51,0,575,54,128,52,118,2,10,34,53,38,71,109,28,24,8,35,92,144,0.421875,0.440677966,0.2,0.641509434,0.4296875,6.74377114734,12.9117194709,6.67733005229,12.7123961858,0.0664410950477,0.199323285143,5.04952322362,7.65179944632,2.72408489695,6.57766840972,9.30175330667,2.35865887419,1.46170409105,1.36204244848,3.13380498308,4.49584743156,18.6035066133
Brandon Hunter,23,BOS,NBA,2003-04,36,12,406,53,116,53,113,0,3,19,43,50,68,118,19,13,1,22,40,125,0.456896552,0.469026549,0.0,0.441860465,0.456896552,6.54882762175,12.8472043288,6.18706518938,11.7804689513,0.361762432363,1.06673537748,5.20381345014,8.56171089925,0.0,0.0,10.231383664,2.33754187065,0.881216181397,0.807008502963,3.72893584128,2.90337541871,18.663231126
Brandon Ingram,19,LAL,NBA,2016-17,79,40,2279,276,686,221,499,55,187,133,214,60,257,317,166,50,36,116,158,740,0.402332362,0.442885772,0.294117647,0.621495327,0.442419825,6.18298555377,13.9839486356,3.87158908507,8.34991974318,2.3113964687,5.63402889246,3.35152487961,4.91171749599,1.93579454254,5.113964687,7.04975922953,2.08025682183,1.18459069021,1.41573033708,2.08025682183,2.13804173355,18.0288924559
Brandon Knight,20,DET,NBA,2011-12,66,60,2129,319,769,214,493,105,276,104,137,33,178,211,251,49,10,171,154,847,0.414824447,0.434077079,0.380434783,0.759124088,0.483094928,5.73147468819,13.5495231108,3.43360234776,7.44827586207,2.29787234043,6.10124724872,3.59207630227,4.5165077036,0.6603081438,3.38077769626,4.04108584006,4.19955979457,0.6603081438,0.211298606016,3.16947909024,2.19222303742,17.3528980191
Brandon Roy,22,POR,NBA,2006-07,57,55,2015,349,765,294,619,55,146,202,241,58,192,250,230,67,10,116,139,955,0.45620915,0.474959612,0.376712329,0.838174274,0.492156863,6.76348255199,13.2097285865,6.090941135,11.2555516391,0.67254141699,1.95417694748,4.54282692986,5.93866760663,0.0,0.0,6.56045118082,3.90835389496,1.30701445189,0.621783574198,0.0,0.0,18.7423334508
Brandon Rush,23,IND,NBA,2008-09,75,19,1803,243,575,165,366,78,209,46,66,34,199,233,66,38,37,75,128,610,0.422608696,0.450819672,0.373205742,0.696969697,0.490434783,5.66197183099,12.6021126761,3.49647887324,7.62676056338,2.16549295775,4.97535211268,2.11267605634,2.8838028169,0.0,0.0,6.35915492958,2.34507042254,0.802816901408,0.94014084507,0.0,0.0,15.6021126761
Brendan Haywood,22,WAS,NBA,2001-02,62,2,1266,109,221,109,221,0,0,97,160,143,179,322,29,21,91,50,158,315,0.49321267,0.49321267,0.0,0.60625,0.49321267,6.05786498171,9.37412703691,6.05786498171,9.37412703691,0.0,0.0,3.45992683738,5.91420019953,0.0,0.0,8.95510475557,1.3408713003,0.419022281344,3.24442966412,2.39441303625,3.60359161955,15.5756568008
Brian Cardinal,23,DET,NBA,2000-01,15,0,126,10,31,10,26,0,5,11,18,8,15,23,3,7,2,9,27,31,0.322580645,0.384615385,0.0,0.611111111,0.322580645,4.61705202312,10.3916184971,3.31647398844,6.67196531792,1.30057803468,3.71965317919,4.44797687861,5.9176300578,0.0,0.0,7.42630057803,2.74421965318,2.52312138728,0.416184971098,2.6401734104,3.77167630058,14.9826589595
Brian Cook,23,LAL,NBA,2003-04,35,2,442,67,141,67,136,0,5,21,28,31,70,101,20,16,16,17,64,155,0.475177305,0.492647059,0.0,0.75,0.475177305,6.74535261139,13.2357627619,5.74682797285,10.293301859,0.998524638536,2.94246090292,4.07907937445,5.14133962821,0.0,0.0,8.65742106816,1.81646503393,0.977279433461,1.44467394512,2.82561227501,4.18530539982,18.5683092358
Brian Scalabrine,23,NJN,NBA,2001-02,28,0,290,23,67,20,57,3,10,11,15,12,39,51,21,9,2,24,39,60,0.343283582,0.350877193,0.3,0.733333333,0.365671642,6.25880803424,12.209417188,5.71353309187,10.6210075733,0.545274942377,1.58840961475,4.01843924926,5.21567336187,0.0,0.0,6.63812973329,2.95159697069,1.05498847547,0.960158050708,3.69838656569,2.9397431676,17.0813302601
Briante Weber,23,TOT,NBA,2015-16,7,4,169,14,39,14,34,0,5,3,4,8,17,25,21,9,3,9,12,31,0.358974359,0.411764706,0.0,0.75,0.358974359,3.59392917369,8.43844856661,3.10826306914,6.66576728499,0.485666104553,1.77268128162,2.79258010118,3.63035413153,1.25059021922,3.88532883642,5.13591905565,4.58954468803,4.54097807757,0.31568296796,2.25834738617,3.39966273187,10.4661045531
Brice Johnson,22,LAC,NBA,2016-17,3,0,9,2,7,2,7,0,0,0,0,1,2,3,1,2,1,1,0,4,0.285714286,0.285714286,0.0,0.0,0.285714286,8.28626692456,14.413926499,8.28626692456,14.413926499,0.0,0.0,3.34235976789,4.72340425532,3.64410058027,8.36750483559,12.0116054159,1.54352030948,1.28820116054,1.8916827853,2.17021276596,4.28239845261,19.914893617
Britton Johnsen,24,ORL,NBA,2003-04,20,4,290,17,59,16,47,1,12,7,16,15,30,45,12,7,1,14,28,42,0.288135593,0.340425532,0.083333333,0.4375,0.296610169,5.5192724123,11.5686444348,4.45907319186,8.45041143352,1.06019922044,3.1182330013,3.14941533131,5.2854049372,0.0,0.0,8.35686444348,1.71502815071,1.23170203551,0.686011260286,0.0,0.0,15.2481593764
Brook Lopez,20,NJN,NBA,2008-09,82,75,2501,448,844,448,842,0,2,172,217,225,440,665,86,44,151,147,257,1068,0.530805687,0.532066508,0.0,0.792626728,0.530805687,7.85454545455,16.3636363636,7.78181818182,15.8545454545,0.0727272727273,0.509090909091,4.8,6.27878787879,0.0,0.0,9.13939393939,1.38181818182,0.654545454545,2.44848484848,0.0,0.0,20.5818181818
Bryce Cotton,22,UTA,NBA,2014-15,15,0,159,29,69,22,49,7,20,15,18,3,15,18,15,4,0,12,6,80,0.420289855,0.448979592,0.35,0.833333333,0.471014493,5.09874826147,12.1168289291,2.87899860918,5.97496522949,2.21974965229,6.14186369958,4.06397774687,4.84840055633,0.584144645341,2.48678720445,3.07093184979,3.20445062587,0.984700973574,0.0917941585535,1.61057023644,1.31015299026,16.4812239221
Bryce Dejean-Jones,23,NOP,NBA,2015-16,14,11,279,28,69,16,37,12,32,11,21,8,40,48,15,10,2,11,17,79,0.405797101,0.432432432,0.375,0.523809524,0.492753623,5.4972299169,12.8144044321,4.00138504155,8.36426592798,1.49584487535,4.45013850416,3.29085872576,4.81163434903,1.4459833795,4.42520775623,5.87119113573,3.39058171745,1.37119113573,0.361495844875,2.64265927978,3.1163434903,15.7811634349
Bryn Forbes,23,SAS,NBA,2016-17,36,0,285,36,99,19,46,17,53,5,6,2,21,23,23,1,0,11,20,94,0.363636364,0.413043478,0.320754717,0.833333333,0.449494949,5.072319202,11.293765586,2.16359102244,4.60548628429,2.90872817955,6.68827930175,2.5855361596,3.15112219451,0.601496259352,2.44189526185,3.0433915212,1.63391521197,0.781047381546,0.0718204488778,1.472319202,1.96608478803,15.6389027431
Buddy Hield,23,TOT,NBA,2016-17,82,55,1888,327,768,179,389,148,379,64,76,35,234,269,121,38,9,101,115,866,0.42578125,0.460154242,0.390501319,0.842105263,0.522135417,6.74031563845,15.0473457676,3.73601147776,7.35150645624,3.00430416069,7.69583931133,3.23672883788,3.8737446198,1.79913916786,3.89096126255,5.69010043042,2.18651362984,1.44619799139,0.327116212339,2.45337159254,2.22955523673,19.7216642755
C.J. McCollum,22,POR,NBA,2013-14,38,0,476,74,178,44,98,30,80,23,34,7,41,48,27,14,2,35,53,201,0.415730337,0.448979592,0.375,0.676470588,0.5,7.5504511895,17.1878589007,5.41427399508,11.5176374077,2.13617719442,5.67022149303,6.00492206727,7.27481542248,1.6439704676,5.20754716981,6.85151763741,2.9926168991,2.24446267432,0.502050861362,2.62838392125,1.91960623462,23.2420016407
C.J. Watson,23,GSW,NBA,2007-08,32,0,368,43,101,34,75,9,26,23,29,13,19,32,35,15,0,18,19,118,0.425742574,0.453333333,0.346153846,0.793103448,0.47029703,3.80487804878,8.81596452328,2.34146341463,5.11751662971,1.46341463415,3.69844789357,3.55654101996,4.57649667406,0.0,0.0,3.88470066519,5.11751662971,1.75609756098,0.124168514412,0.0,0.0,12.6297117517
C.J. Wilcox,24,LAC,NBA,2014-15,21,0,101,16,38,9,19,7,19,2,2,1,6,7,8,3,1,10,7,41,0.421052632,0.473684211,0.368421053,1.0,0.513157895,6.1686746988,14.2457831325,3.26746987952,6.79518072289,2.90120481928,7.45060240964,2.88192771084,3.4313253012,1.06024096386,3.19036144578,4.25060240964,2.06265060241,1.07951807229,0.944578313253,1.7156626506,2.40963855422,18.1204819277
Cameron Bairstow,24,CHI,NBA,2014-15,18,1,64,3,14,3,14,0,0,4,5,6,2,8,1,2,1,3,8,10,0.214285714,0.214285714,0.0,0.8,0.214285714,5.39935414424,10.4370290635,5.37351991389,10.3595263724,0.0258342303552,0.0775026910657,5.17976318622,7.22066738428,3.02260495156,5.20559741658,8.22820236814,1.31754574812,0.800861141012,1.27879440258,2.02798708288,3.64262648009,16.0043057051
Cameron Payne,21,OKC,NBA,2015-16,57,1,698,114,278,78,167,36,111,19,24,9,76,85,108,36,6,44,80,283,0.410071942,0.467065868,0.324324324,0.791666667,0.474820144,6.99731903485,16.1983914209,4.48793565684,9.21715817694,2.50938337802,6.98123324397,4.06970509383,5.21179624665,0.498659517426,3.55495978552,4.05361930295,6.33780160858,2.01072386059,0.595174262735,3.16890080429,2.70241286863,20.5737265416
Caris LeVert,22,BRK,NBA,2016-17,57,26,1237,171,380,112,196,59,184,67,93,23,165,188,110,49,8,59,91,468,0.45,0.571428571,0.320652174,0.720430108,0.527631579,4.84233737596,11.1532524807,3.06945975744,6.73428886439,1.77287761852,4.41896361632,2.69900771775,3.50606394708,0.51598676957,4.29988974642,4.81587651599,3.63836824697,1.28335170893,0.291069459757,1.7993384785,1.99779492834,14.1565600882
Carl Landry,24,HOU,NBA,2007-08,42,0,711,135,219,135,218,0,1,72,109,96,111,207,21,17,7,26,98,342,0.616438356,0.619266055,0.0,0.660550459,0.616438356,7.57597911227,12.5765013055,7.38798955614,11.7681462141,0.187989556136,0.808355091384,6.74882506527,9.45587467363,0.0,0.0,8.51592689295,1.46631853786,1.22193211488,0.977545691906,0.0,0.0,22.088772846
Carlos Arroyo,22,TOT,NBA,2001-02,37,1,371,49,111,49,109,0,2,13,18,12,28,40,70,11,1,23,30,111,0.441441441,0.449541284,0.0,0.722222222,0.441441441,6.24710115954,14.2215113954,4.24630147941,8.20471811275,2.00079968013,6.01679328269,3.55537784886,4.87964814074,0.0,0.0,3.08036785286,4.6637345062,1.59776089564,0.129548180728,0.0,0.0,18.0503798481
Carlos Boozer,21,CLE,NBA,2002-03,81,54,2049,331,618,331,617,0,1,148,192,202,407,609,106,59,50,103,224,810,0.535598706,0.536466775,0.0,0.770833333,0.535598706,7.61221374046,12.0641221374,7.61221374046,12.0503816794,0.0,0.0137404580153,5.46870229008,7.3786259542,0.0,0.0,9.94809160305,1.58015267176,1.31908396947,0.989312977099,2.1572519084,3.9572519084,20.693129771
Carmelo Anthony,19,DEN,NBA,2003-04,82,82,2995,624,1465,555,1251,69,214,408,525,183,315,498,227,97,41,247,225,1725,0.425938567,0.443645084,0.322429907,0.777142857,0.449488055,7.8273155416,17.2935635793,6.24489795918,12.6028257457,1.58241758242,4.69073783359,4.74725274725,6.72527472527,0.0,0.0,9.86185243328,2.17582417582,1.55416012559,0.847723704867,2.17582417582,2.17582417582,21.9843014129
Caron Butler,22,MIA,NBA,2002-03,78,78,2858,429,1032,395,925,34,107,309,375,135,262,397,213,137,31,192,230,1201,0.415697674,0.427027027,0.317757009,0.824,0.432170543,6.69305108145,14.3801196503,5.96410492407,12.3755177174,0.728946157386,2.00460193281,4.70501610676,6.12977450529,0.0,0.0,7.90243902439,3.14772204326,2.2199723884,0.364473078693,2.78324896457,2.50161067648,18.8200644271
Carrick Felix,23,CLE,NBA,2013-14,7,0,38,7,14,5,9,2,5,3,4,1,5,6,4,0,0,4,4,19,0.5,0.555555556,0.4,0.75,0.571428571,4.67479055598,10.2543792841,3.31759329779,6.08682406702,1.35719725819,4.16755521706,2.38537699924,3.38613861386,1.71363290175,4.45544554455,6.16907844631,1.71363290175,1.31607006855,1.01447067784,2.22086824067,3.07083015994,13.0921553694
Cartier Martin,24,CHA,NBA,2008-09,33,1,266,28,77,18,44,10,33,20,25,7,26,33,13,8,4,9,33,86,0.363636364,0.409090909,0.303030303,0.8,0.428571429,6.04660194175,13.1883495146,3.97281553398,7.99223300971,2.07378640777,5.19611650485,3.84466019417,4.92815533981,0.0,0.0,6.29126213592,1.99223300971,0.932038834951,0.198058252427,0.0,0.0,18.0116504854
Casey Jacobsen,21,PHO,NBA,2002-03,72,0,1147,122,327,70,162,52,165,72,105,29,54,83,73,35,6,55,90,368,0.373088685,0.432098765,0.315151515,0.685714286,0.452599388,6.52052980132,13.8635761589,3.87417218543,7.66490066225,2.64635761589,6.19867549669,4.85165562914,6.2940397351,0.0,0.0,4.33907284768,3.02781456954,0.596026490066,0.0834437086093,2.30066225166,1.58543046358,20.5390728477
Casper Ware,24,PHI,NBA,2013-14,9,0,116,18,42,11,21,7,21,5,6,0,9,9,10,8,0,5,11,48,0.428571429,0.523809524,0.333333333,0.833333333,0.511904762,5.12186588921,12.804664723,3.04373177843,6.97959183673,2.07813411079,5.8250728863,4.13527696793,5.18483965015,0.514285714286,2.3195335277,2.83381924198,4.43965014577,1.79475218659,0.14693877551,2.99125364431,2.42448979592,16.4571428571
Cedric Bozeman,23,ATL,NBA,2006-07,23,5,199,11,39,9,26,2,13,2,6,3,20,23,9,5,2,9,32,26,0.282051282,0.346153846,0.153846154,0.333333333,0.307692308,3.49529512404,7.94525235244,2.91017964072,6.1745081266,0.585115483319,1.77074422583,1.61676646707,2.60222412318,0.0,0.0,4.14200171086,4.52694610778,0.908468776732,0.0769888793841,0.0,0.0,9.19247219846
Cedric Simmons,21,NOK,NBA,2006-07,43,4,534,55,132,55,132,0,0,16,33,44,63,107,12,8,23,22,75,126,0.416666667,0.416666667,0.0,0.484848485,0.416666667,5.14718250631,9.11354079058,5.086627418,8.99243061396,0.0605550883095,0.121110176619,4.35996635828,6.6913372582,0.0,0.0,7.87216148024,2.05887300252,0.787216148024,3.4819175778,0.0,0.0,14.7148864592
Chandler Parsons,23,HOU,NBA,2011-12,63,57,1804,248,549,188,371,60,178,43,78,90,210,300,134,73,29,81,142,599,0.451730419,0.506738544,0.337078652,0.551282051,0.506375228,4.66754270696,9.60315374507,3.39027595269,6.08672798949,1.27726675427,3.51642575558,2.42838370565,3.91064388962,2.38107752957,5.69250985545,8.07358738502,3.53219448095,1.15111695138,0.315374507227,2.33377135348,2.16031537451,13.0407358739
Channing Frye,22,NYK,NBA,2005-06,65,14,1572,305,640,302,631,3,9,189,229,138,236,374,53,30,47,97,200,802,0.4765625,0.478605388,0.333333333,0.825327511,0.47890625,6.90504612046,12.2767227347,6.84644601194,12.0520889853,0.0586001085187,0.224633749322,3.6039066739,4.74660879002,0.0,0.0,9.52251763429,1.71893651655,0.839934888768,2.5198046663,0.0,0.0,17.4725990233
Charles Jenkins,22,GSW,NBA,2011-12,51,28,893,130,291,127,271,3,20,34,39,8,60,68,170,33,6,60,85,297,0.446735395,0.468634686,0.15,0.871794872,0.451890034,7.06569343066,14.7883211679,5.18248175182,10.2481751825,1.88321167883,4.5401459854,5.12408759124,6.29197080292,0.817518248175,3.05109489051,3.86861313869,4.26277372263,1.72262773723,0.598540145985,2.64233576642,2.26277372263,21.1386861314
Charlie Bell,22,TOT,NBA,2001-02,7,0,44,3,11,3,5,0,6,2,2,2,3,5,2,0,0,5,3,8,0.272727273,0.6,0.0,1.0,0.272727273,5.14631685166,11.7093844601,3.86276488396,7.97981836529,1.28355196771,3.72956609485,2.85771947528,3.66902119072,0.0,0.0,5.94550958628,4.00807265388,1.29566094854,0.205852674067,0.0,0.0,14.4339051463
Charlie Villanueva,21,TOR,NBA,2005-06,81,36,2361,435,940,365,726,70,214,113,160,181,340,521,88,60,63,99,247,1053,0.462765957,0.502754821,0.327102804,0.70625,0.5,6.96939501779,13.4519572954,6.35444839858,11.8889679715,0.614946619217,1.56298932384,3.5615658363,5.22704626335,0.0,0.0,10.8896797153,1.61423487544,0.666192170819,2.69039145907,0.0,0.0,18.1153024911
Chasson Randle,23,TOT,NBA,2016-17,26,0,299,40,98,24,51,16,47,41,43,6,26,32,34,9,2,19,39,137,0.408163265,0.470588235,0.340425532,0.953488372,0.489795918,5.71070757671,13.3375078272,3.42642454602,7.42391984972,2.28428303068,5.91358797746,4.14026299311,5.13963681904,0.563556668754,2.97557921102,3.53913587977,2.65998747652,1.25485284909,0.0826549780839,2.43456480902,2.89292423294,17.8459611772
Cheick Diallo,20,NOP,NBA,2016-17,17,0,199,36,76,36,76,0,0,15,21,23,50,73,4,4,7,7,17,87,0.473684211,0.473684211,0.0,0.714285714,0.473684211,5.88118811881,10.3366336634,5.88118811881,10.3366336634,0.0,0.0,2.67326732673,4.81188118812,3.0297029703,9.08910891089,12.1188118812,0.178217821782,1.24752475248,4.09900990099,3.0297029703,6.77227722772,14.4356435644
Chinanu Onuaku,20,HOU,NBA,2016-17,5,1,52,5,7,5,7,0,0,4,4,2,8,10,3,3,1,4,6,14,0.714285714,0.714285714,0.0,1.0,0.714285714,4.73068592058,7.64187725632,4.73068592058,7.61588447653,0.0,0.0259927797834,1.22166064982,2.23537906137,4.15884476534,6.83610108303,10.9949458484,1.81949458484,1.29963898917,2.70324909747,2.83321299639,4.54873646209,10.683032491
