Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
L. James | R. Jefferson | K. Korver | T. Thompson | D. Williams,CLE,2016-17,1,1.7,3,3,83.9,-1,0,-.333,-1,0,-1.000,-0.500,-3,-1,-1.000,-6
A. Bradley | J. Brown | A. Horford | K. Olynyk | T. Rozier,BOS,2016-17,4,1.7,3,3,87.3,+2,+1,+1.000,0,-1,.000,+1.000,+1,+2,.000,+5
J. Johnson | T. Johnson | J. Richardson | H. Whiteside | O. White,MIA,2016-17,3,1.7,3,4,99.8,0,-1,.000,0,0,.000,.000,-1,-1,.000,-1
K. Anderson | J. Anthony | D. Bertans | D. Lee | P. Mills,SAS,2016-17,1,1.7,4,3,101.8,+2,0,+.667,0,-2,.000,+.667,0,0,.000,+4
E. Davis | M. Harkless | C. McCollum | E. Turner | N. Vonleh,POR,2016-17,1,1.7,4,4,112.9,+1,-4,+.500,0,-3,.000,+.500,0,0,.000,+2
D. Bender | D. Booker | T. Ulis | T. Warren | A. Williams,PHO,2016-17,2,1.7,4,3,101.8,+1,0,+.333,0,-1,.000,+.333,+2,+3,.000,+4
B. Diaw | D. Exum | R. Hood | J. Ingles | J. Johnson,UTA,2016-17,1,1.7,2,2,57.6,-1,-1,-.500,0,+1,.000,-0.500,0,0,.000,-2
A. Burks | D. Favors | G. Hayward | J. Ingles | J. Johnson,UTA,2016-17,2,1.7,6,5,155.3,-3,+1,-.750,0,+2,.000,-0.750,-3,-5,.000,-9
T. Ariza | C. Brewer | C. Capela | S. Dekker | J. Harden,HOU,2016-17,3,1.7,5,5,144.0,-2,-2,-.500,-1,0,-1.000,-0.625,0,0,.000,-5
L. Barbosa | D. Booker | T. Chandler | P. Tucker | T. Warren,PHO,2016-17,2,1.7,4,5,127.1,0,-1,+.167,0,-1,.000,+.167,+3,+4,.000,+3
C. Frye | K. Irving | L. James | R. Jefferson | T. Thompson,CLE,2016-17,4,1.7,3,4,96.9,0,-2,+.133,-1,-1,-.500,+.033,0,0,.000,-1
B. Bogdanovic | T. Booker | R. Foye | B. Lopez | I. Whitehead,BRK,2016-17,5,1.7,4,2,87.3,-1,0,-1.000,0,+1,.000,-1.000,-1,-2,.000,-3
C. Brewer | B. Brown | S. Dekker | T. Ennis | K. McDaniels,HOU,2016-17,1,1.7,3,4,98.8,+1,0,+.333,+1,0,+.500,+.500,0,-2,.000,+3
M. Harkless | D. Lillard | C. McCollum | S. Napier | N. Vonleh,POR,2016-17,1,1.7,3,2,69.2,+1,+3,-.500,0,0,.000,-0.500,0,0,.000,+2
B. Diaw | D. Exum | R. Hood | R. Neto | J. Withey,UTA,2016-17,1,1.7,3,4,98.8,-2,-2,-.250,+1,+1,.000,.000,0,0,.000,-3
D. Carroll | D. DeRozan | K. Lowry | T. Ross | J. Sullinger,TOR,2016-17,1,1.7,4,4,111.8,+1,+1,+.167,0,+1,.000,+.167,-1,-2,.000,+1
B. Biyombo | E. Fournier | J. Green | E. Payton | C. Watson,ORL,2016-17,4,1.7,5,5,138.5,+1,-2,+.467,+1,0,+1.000,+.633,+2,+1,+1.000,+5
J. Ennis | M. Gasol | A. Harrison | Z. Randolph | T. Williams,MEM,2016-17,1,1.7,3,2,69.9,0,+2,-.500,+1,+2,.000,-0.375,+1,+1,.000,+2
T. Allen | T. Daniels | J. Ennis | J. Green | A. Harrison,MEM,2016-17,1,1.7,3,2,69.2,-1,+2,-.750,0,+1,-.500,-0.875,0,0,.000,-2
M. Dunleavy | K. Felder | J. Jones | D. Liggins | J. McRae,CLE,2016-17,1,1.7,4,3,101.8,-2,+1,-1.000,0,0,.000,-1.000,-1,-1,-.500,-5
D. Dedmon | D. Green | K. Leonard | T. Parker | J. Simmons,SAS,2016-17,2,1.7,4,2,83.9,0,+5,.000,0,+1,.000,.000,0,0,.000,0
A. Afflalo | W. Cauley-Stein | D. Collison | T. Evans | K. Koufos,SAC,2016-17,1,1.7,5,5,138.5,+1,+2,+.067,+1,+1,+.500,+.167,-2,-2,.000,+1
J. Hamilton | S. Kilpatrick | J. Lin | B. Lopez | G. Vasquez,BRK,2016-17,1,1.7,3,3,86.4,0,-1,+.167,0,-1,.000,+.167,+1,+2,.000,+1
H. Barnes | N. Brussino | Y. Ferrell | D. Harris | D. Nowitzki,DAL,2016-17,2,1.7,3,3,84.7,-1,0,-.333,-1,-1,-.500,-0.500,-2,-2,.000,-5
M. Conley | T. Daniels | J. Green | C. Parsons | Z. Randolph,MEM,2016-17,1,1.7,3,3,84.7,-1,+1,-.417,-1,0,-1.000,-0.583,0,0,.000,-3
D. Bertans | P. Gasol | D. Green | D. Murray | J. Simmons,SAS,2016-17,1,1.7,3,3,83.1,+2,+2,+.667,0,0,.000,+.667,-1,-1,.000,+3
S. Curry | Y. Ferrell | S. Mejri | D. Nowitzki | D. Williams,DAL,2016-17,1,1.7,3,4,97.9,-1,0,-.333,0,0,.000,-0.333,-2,-2,.000,-4
F. Kaminsky | M. Kidd-Gilchrist | J. Lamb | R. Sessions | K. Walker,CHO,2016-17,1,1.7,2,3,70.6,0,-2,+.500,+1,0,+1.000,+.750,-1,-1,.000,0
J. Butler | N. Mirotic | R. Rondo | D. Wade | P. Zipser,CHI,2016-17,2,1.7,3,4,99.8,0,-2,+.667,-1,-3,.000,+.500,+1,+3,.000,0
M. Brogdon | M. Dellavedova | G. Monroe | T. Snell | M. Teletovic,MIL,2016-17,3,1.7,4,3,98.8,-1,-1,-.167,0,0,.000,-0.167,+1,+1,.000,-1
P. Connaughton | M. Harkless | J. Layman | M. Leonard | S. Napier,POR,2016-17,1,1.7,3,4,99.8,+2,0,+.500,+1,+1,+.500,+.625,-3,-4,.000,+2
J. Bolomboy | D. Exum | T. Lyles | S. Mack | R. Neto,UTA,2016-17,1,1.7,3,2,69.2,0,0,.000,0,+1,.000,.000,0,0,.000,0
C. Anthony | R. Baker | J. Noah | K. O'Quinn | D. Rose,NYK,2016-17,1,1.7,4,4,111.8,+2,+1,+.417,+1,+1,.000,+.542,-1,-1,.000,+4
I. Clark | S. Curry | S. Livingston | J. McAdoo | D. West,GSW,2016-17,1,1.7,3,3,83.1,-1,0,-.500,-1,-1,.000,-0.750,-3,-4,.000,-6
B. Beal | B. Bogdanovic | B. Jennings | I. Mahinmi | J. Wall,WAS,2016-17,1,1.7,3,3,84.7,0,+1,-.167,-1,-1,-.500,-0.417,+1,+1,.000,0
T. Allen | W. Baldwin | T. Daniels | Z. Randolph | B. Wright,MEM,2016-17,1,1.7,3,4,100.8,-3,-2,-1.000,0,0,.000,-1.000,0,0,.000,-6
J. Barea | N. Brussino | Y. Ferrell | S. Mejri | D. Nowitzki,DAL,2016-17,1,1.7,4,4,114.1,+1,+1,+.083,-1,-1,-.500,-0.083,-1,-2,.000,0
B. Beal | A. Nicholson | O. Porter | T. Satoransky | J. Wall,WAS,2016-17,3,1.7,4,5,128.3,-1,-3,-.167,-1,-1,-.333,-0.250,-1,-1,.000,-4
J. Barea | H. Barnes | D. Harris | N. Noel | D. Nowitzki,DAL,2016-17,1,1.7,3,3,86.4,+2,0,+1.000,+1,+1,.000,+1.250,-1,-1,.000,+4
K. Felder | R. Jefferson | J. Jones | J. McRae | I. Shumpert,CLE,2016-17,1,1.7,3,4,97.9,-1,+1,-.667,-1,0,-1.000,-0.917,0,-1,.000,-3
D. Bembry | M. Delaney | R. Kelly | K. Korver | T. Waller-Prince,ATL,2016-17,1,1.7,4,3,101.8,0,-1,+.167,+1,+1,.000,+.333,-1,-1,.000,0
B. Bogdanovic | B. Jennings | M. Morris | K. Oubre | J. Smith,WAS,2016-17,1,1.7,4,4,111.8,-3,-2,-.600,0,+2,.000,-0.600,+2,+2,.000,-4
D. Gallinari | G. Harris | J. Hernangomez | J. Nelson | J. Nurkic,DEN,2016-17,1,1.7,4,3,101.8,+1,0,+.333,+1,+2,.000,+.500,0,0,.000,+3
I. Clark | D. Green | S. Livingston | K. Looney | P. McCaw,GSW,2016-17,1,1.7,3,3,83.9,-1,+1,-.333,0,0,.000,-0.333,0,0,.000,-2
S. McClellan | C. McCullough | D. Ochefu | K. Oubre | T. Satoransky,WAS,2016-17,1,1.7,4,5,130.9,-3,-3,-.750,-1,-1,.000,-0.875,-1,0,-.250,-8
J. Clarkson | T. Ennis | D. Nwaba | J. Randle | I. Zubac,LAL,2016-17,1,1.7,4,3,98.8,0,-2,+.500,0,0,.000,+.500,0,+1,.000,0
M. Brogdon | T. Maker | T. Snell | M. Teletovic | A. Toupane,MIL,2016-17,1,1.7,3,3,85.5,-2,-2,-.400,0,+2,.000,-0.400,-1,-1,.000,-5
L. Allen | A. Brooks | C. Miles | G. Robinson | J. Young,IND,2016-17,1,1.7,2,2,58.2,0,-1,+.333,0,0,.000,+.333,0,0,.000,0
G. Dragic | T. Johnson | W. Reed | J. Richardson | D. Williams,MIA,2016-17,1,1.7,4,5,125.8,0,-1,+.083,0,0,.000,+.083,-1,-1,.000,-1
B. Beal | T. Burke | M. Gortat | M. Morris | M. Thornton,WAS,2016-17,1,1.7,4,4,114.1,+3,+1,+.667,-1,-3,.000,+.500,-1,-1,.000,+4
A. Bradley | J. Jerebko | J. Mickey | M. Smart | I. Thomas,BOS,2016-17,3,1.7,4,4,114.1,-3,-2,-1.000,-1,-1,.000,-1.167,0,0,.000,-7
A. Afflalo | W. Cauley-Stein | D. Collison | B. Hield | G. Papagiannis,SAC,2016-17,1,1.7,3,4,101.8,+1,0,+.333,0,-2,+.667,+.333,0,-1,.000,+2
J. Butler | T. Gibson | D. McDermott | R. Rondo | P. Zipser,CHI,2016-17,1,1.7,3,3,85.5,-1,0,-.333,0,+1,.000,-0.333,0,0,.000,-2
A. Ajinca | D. Cousins | T. Frazier | J. Holiday | E. Moore,NOP,2016-17,2,1.7,3,4,100.8,-3,-2,-.600,-1,+2,-1.000,-0.700,0,-1,.000,-7
A. Bradley | J. Brown | I. Thomas | J. Young | T. Zeller,BOS,2016-17,1,1.7,3,3,84.7,+1,0,+.333,+1,0,+.500,+.500,0,0,.000,+3
K. Felder | C. Frye | R. Jefferson | K. Korver | J. McRae,CLE,2016-17,1,1.7,4,5,125.8,-1,0,-.333,0,+1,.000,-0.333,-2,-2,.000,-4
U. Haslem | T. Johnson | R. McGruder | J. Richardson | D. Williams,MIA,2016-17,2,1.7,4,4,110.8,-1,+2,-1.000,0,+2,.000,-1.000,-2,-4,.000,-4
D. DeRozan | C. Joseph | P. Patterson | J. Valanciunas | D. Wright,TOR,2016-17,1,1.7,4,5,125.8,+2,+1,+.500,0,-3,.000,+.500,-4,-4,.000,0
D. Carroll | C. Joseph | P. Patterson | J. Poeltl | D. Wright,TOR,2016-17,1,1.7,3,3,87.3,0,+1,-.167,0,+1,-.500,-0.250,-2,0,-1.000,-2
G. Antetokounmpo | S. Hawes | G. Payton | T. Snell | M. Teletovic,MIL,2016-17,1,1.6,3,2,73.5,0,+1,-.333,-1,0,-1.000,-0.583,0,0,.000,-1
L. Aldridge | D. Dedmon | M. Ginobili | N. Laprovittola | K. Leonard,SAS,2016-17,2,1.6,3,4,107.2,0,0,.000,-1,-1,-.500,-0.167,-2,-2,.000,-3
J. Brown | J. Crowder | G. Green | T. Rozier | T. Zeller,BOS,2016-17,1,1.6,3,2,76.6,0,-1,+.083,-1,-2,.000,-0.042,0,0,.000,-1
W. Baldwin | D. Davis | J. Ennis | J. Green | T. Williams,MEM,2016-17,1,1.6,3,4,108.4,-2,-4,+.400,0,0,.000,+.400,-1,-1,.000,-5
M. Carter-Williams | R. Lopez | N. Mirotic | R. Rondo | P. Zipser,CHI,2016-17,1,1.6,3,3,92.9,+1,-1,+.667,+1,+1,.000,+.917,0,0,.000,+3
T. Allen | J. Ennis | M. Gasol | A. Harrison | B. Wright,MEM,2016-17,1,1.6,2,1,46.5,0,-1,.000,0,-1,.000,.000,-2,-3,.000,-2
T. Booker | R. Foye | C. LeVert | B. Lopez | I. Whitehead,BRK,2016-17,1,1.6,3,4,102.9,-2,-2,-.267,-3,-3,-.750,-0.567,-1,-1,.000,-8
A. Aminu | J. Layman | M. Leonard | T. Quarterman | E. Turner,POR,2016-17,1,1.6,5,5,146.9,0,0,.000,+1,+2,-.333,+.100,0,0,.000,+1
T. Graham | J. O'Bryant | B. Roberts | B. Weber | C. Wood,CHO,2016-17,1,1.6,4,4,117.6,-1,-1,-.167,0,+1,.000,-0.167,+2,+2,.000,0
A. Aminu | A. Crabbe | D. Lillard | C. McCollum | E. Turner,POR,2016-17,9,1.6,10,4,212.2,-1,+2,-.467,+1,+3,.000,-0.367,+6,+9,.000,+5
D. Gallinari | G. Harris | N. Jokic | J. Murray | J. Nelson,DEN,2016-17,3,1.6,6,5,165.0,+1,0,+.333,0,0,.000,+.333,-1,0,-.333,+1
O. Asik | D. Cunningham | T. Frazier | E. Moore | L. Stephenson,NOP,2016-17,1,1.6,3,4,105.0,+2,-1,+1.000,0,0,.000,+1.000,-2,-2,.000,+2
D. DeRozan | C. Joseph | T. Ross | J. Valanciunas | F. VanVleet,TOR,2016-17,1,1.6,3,3,92.9,+2,-2,+.667,0,-2,.000,+.667,-3,-3,.000,+1
L. Aldridge | B. Forbes | M. Ginobili | D. Green | P. Mills,SAS,2016-17,1,1.6,3,3,92.9,-1,-1,-.083,0,-1,+.500,-0.042,0,0,.000,-2
D. DeRozan | C. Joseph | J. Poeltl | T. Ross | J. Sullinger,TOR,2016-17,1,1.6,3,3,89.1,-1,-1,-.167,+1,+1,+.500,.000,0,0,.000,-1
D. Bertans | M. Ginobili | N. Laprovittola | D. Lee | K. Leonard,SAS,2016-17,1,1.6,4,4,118.8,0,+2,-.133,+1,+1,+.500,-0.033,0,0,.000,+1
M. Beasley | M. Brogdon | G. Monroe | T. Snell | R. Vaughn,MIL,2016-17,1,1.6,4,3,105.0,-2,+1,-1.000,0,0,.000,-1.000,+2,+2,.000,-2
M. Gortat | S. McClellan | O. Porter | T. Satoransky | M. Thornton,WAS,2016-17,1,1.6,3,4,108.4,0,+2,-.250,0,+1,.000,-0.250,-1,-1,.000,-1
T. Allen | V. Carter | D. Davis | M. Gasol | A. Harrison,MEM,2016-17,1,1.6,2,3,75.0,-1,-1,-.250,0,0,.000,-0.250,+2,+2,.000,0
B. Beal | T. Burke | M. Gortat | K. Oubre | J. Wall,WAS,2016-17,3,1.6,4,3,105.0,-2,+1,-1.000,0,+2,.000,-1.000,+1,+2,.000,-3
N. Batum | M. Belinelli | M. Plumlee | B. Roberts | M. Williams,CHO,2016-17,2,1.6,4,3,103.9,0,-3,+.300,+1,-1,+1.000,+.550,0,0,.000,+1
L. Allen | A. Brooks | P. George | A. Jefferson | R. Stuckey,IND,2016-17,2,1.6,3,2,75.8,-1,0,-.500,0,0,.000,-0.500,-1,-2,.000,-3
C. Felicio | J. Grant | D. McDermott | B. Portis | D. Wade,CHI,2016-17,1,1.6,3,3,89.1,-1,-1,-.167,0,0,.000,-0.167,+1,+1,.000,-1
L. Barbosa | E. Bledsoe | B. Knight | A. Len | P. Tucker,PHO,2016-17,1,1.6,4,3,103.9,0,0,.000,0,-1,.000,.000,0,0,.000,0
G. Henderson | R. Holmes | T. McConnell | D. Saric | H. Thompson,PHI,2016-17,3,1.6,3,3,90.9,0,0,.000,+1,+1,+.500,+.250,-2,-2,.000,-1
D. Exum | G. Hill | R. Hood | J. Johnson | T. Lyles,UTA,2016-17,1,1.6,4,3,106.1,0,+1,-.167,+1,0,+.500,-0.083,0,0,.000,+1
S. Curry | K. Durant | K. Looney | P. McCaw | K. Thompson,GSW,2016-17,2,1.6,3,4,106.1,-1,+1,-.667,+1,+3,.000,-0.500,-2,-3,.000,-3
M. Conley | M. Gasol | J. Green | A. Harrison | J. Martin,MEM,2016-17,1,1.6,3,3,90.0,0,0,.000,-1,-1,.000,-0.250,0,-1,.000,-1
B. Griffin | L. Mbah a Moute | J. Redick | A. Rivers | M. Speights,LAC,2016-17,2,1.6,3,3,89.1,+1,-2,+1.000,+1,0,+1.000,+1.500,-2,-3,.000,+1
D. Cunningham | A. Davis | T. Frazier | L. Galloway | B. Hield,NOP,2016-17,1,1.6,3,3,89.1,-1,0,-.333,0,0,.000,-0.333,0,0,.000,-2
C. Brewer | J. Clarkson | B. Ingram | L. Nance Jr. | T. Robinson,LAL,2016-17,1,1.6,4,5,139.4,0,-1,+.167,0,-1,.000,+.167,0,0,.000,0
B. Diaw | R. Gobert | R. Hood | J. Johnson | R. Neto,UTA,2016-17,2,1.6,2,3,73.5,-1,+1,-.500,0,0,.000,-0.500,0,0,.000,-2
B. Bogdanovic | T. Booker | S. Dinwiddie | S. Kilpatrick | L. Scola,BRK,2016-17,1,1.6,3,3,90.0,-2,0,-.667,0,+1,.000,-0.667,0,-1,.000,-4
L. Barbosa | M. Chriss | A. Len | T. Ulis | T. Warren,PHO,2016-17,1,1.6,2,2,59.4,0,+1,-.083,0,0,.000,-0.083,-3,-3,.000,-3
L. Babbitt | G. Dragic | J. Johnson | T. Johnson | R. McGruder,MIA,2016-17,1,1.6,4,4,121.3,-1,+2,-.500,0,+1,.000,-0.500,-1,-1,.000,-3
C. Aldrich | N. Bjelica | K. Dunn | T. Jones | A. Payne,MIN,2016-17,1,1.6,4,4,118.8,0,+2,-.667,0,0,.000,-0.667,-3,-3,.000,-3
B. Brown | C. Capela | J. Harden | I. Taylor | T. Williams,HOU,2016-17,1,1.6,3,4,108.4,0,-2,+.500,+1,+1,.000,+.750,-1,-1,.000,0
M. Gortat | B. Jennings | O. Porter | J. Smith | J. Wall,WAS,2016-17,1,1.6,2,3,77.4,0,+2,.000,0,+1,.000,.000,0,+1,-.333,0
T. Burke | I. Mahinmi | K. Oubre | O. Porter | T. Satoransky,WAS,2016-17,1,1.6,3,3,91.9,-1,-1,.000,+1,+1,.000,+.250,0,+2,.000,-1
M. Brogdon | J. Henson | J. Parker | T. Snell | R. Vaughn,MIL,2016-17,1,1.6,4,4,117.6,-1,0,-.250,-1,-1,.000,-0.375,0,0,.000,-3
A. Abrines | N. Collison | J. Grant | V. Oladipo | C. Payne,OKC,2016-17,1,1.6,3,4,106.1,-2,-3,-.500,-1,-2,.000,-0.625,-1,-1,.000,-6
K. Bazemore | M. Delaney | D. Howard | T. Waller-Prince | D. Schroder,ATL,2016-17,1,1.6,4,4,118.8,0,-1,+.167,0,+1,.000,+.167,-1,-1,.000,-1
W. Ellington | T. Johnson | W. Reed | D. Waiters | O. White,MIA,2016-17,2,1.6,3,2,73.5,0,0,.000,0,0,.000,.000,+2,0,+1.000,+2
M. Carter-Williams | J. Lauvergne | B. Portis | D. Valentine | D. Wade,CHI,2016-17,1,1.6,3,3,89.1,+1,-1,+.417,-1,-2,.000,+.292,0,0,.000,+1
A. Crabbe | E. Davis | C. McCollum | S. Napier | N. Vonleh,POR,2016-17,1,1.6,3,3,89.1,+1,0,+.500,+1,+1,.000,+.750,0,0,.000,+3
L. Babbitt | J. Richardson | H. Whiteside | D. Williams | J. Winslow,MIA,2016-17,1,1.6,2,3,76.6,-2,-2,-.667,0,+1,.000,-0.667,+1,+2,.000,-3
P. Gasol | M. Ginobili | D. Lee | K. Leonard | J. Simmons,SAS,2016-17,1,1.6,3,3,90.9,0,-1,+.167,+1,0,+1.000,+.417,0,0,.000,+1
C. Anthony | R. Baker | J. Holiday | K. Porzingis | L. Thomas,NYK,2016-17,2,1.6,3,3,91.9,-1,-1,-.333,0,-1,.000,-0.333,0,0,.000,-2
T. Allen | T. Daniels | T. Douglas | M. Gasol | J. Martin,MEM,2016-17,1,1.6,2,3,76.6,-1,0,-.333,0,+1,.000,-0.333,0,0,.000,-2
J. Grant | J. Huestis | E. Kanter | V. Oladipo | R. Westbrook,OKC,2016-17,1,1.6,3,4,108.4,-2,-1,-.417,0,-1,.000,-0.417,-1,-1,.000,-5
M. Dellavedova | T. Maker | J. Parker | T. Snell | M. Teletovic,MIL,2016-17,2,1.6,4,3,102.9,+1,+1,+.167,-1,-2,.000,-0.083,-1,-1,-.500,0
D. Carroll | J. Poeltl | N. Powell | P. Siakam | D. Wright,TOR,2016-17,2,1.6,4,4,118.8,0,-1,.000,0,-1,.000,.000,0,+2,.000,0
L. Allen | M. Ellis | G. Robinson | K. Seraphin | J. Young,IND,2016-17,1,1.6,3,3,90.0,-3,-1,-1.000,-1,-1,.000,-1.167,0,0,.000,-7
B. Beal | M. Gortat | M. Morris | K. Oubre | M. Thornton,WAS,2016-17,1,1.6,3,3,90.0,-1,0,-.333,0,+1,.000,-0.333,0,0,.000,-2
D. Bertans | P. Gasol | N. Laprovittola | K. Leonard | J. Simmons,SAS,2016-17,1,1.6,3,4,105.0,-2,-1,-.500,-1,0,-.500,-0.625,0,0,.000,-5
M. Brogdon | G. Monroe | T. Snell | M. Teletovic | R. Vaughn,MIL,2016-17,2,1.6,2,4,90.0,0,-1,+.500,+1,+1,.000,+1.000,+1,+2,-.333,+2
G. Dragic | J. Richardson | H. Whiteside | D. Williams | J. Winslow,MIA,2016-17,1,1.6,5,4,133.6,-1,0,-.250,-1,0,-.500,-0.375,0,+1,.000,-3
J. Calderon | J. Clarkson | B. Ingram | L. Williams | I. Zubac,LAL,2016-17,2,1.6,3,2,75.0,0,+2,-.250,+1,+1,+.500,-0.125,0,0,.000,+1
D. Arthur | K. Faried | D. Gallinari | E. Mudiay | J. Murray,DEN,2016-17,1,1.6,3,3,88.2,0,+1,-.500,+1,+2,.000,-0.250,-2,-2,.000,-1
D. Bertans | B. Forbes | N. Laprovittola | D. Lee | D. Murray,SAS,2016-17,1,1.6,3,3,88.2,-2,-1,-.417,-1,-1,.000,-0.542,-1,-1,.000,-6
J. Anderson | N. Brussino | S. Curry | S. Mejri | D. Powell,DAL,2016-17,2,1.6,2,2,61.9,-1,-2,-.333,0,0,.000,-0.333,0,-1,.000,-2
G. Dragic | R. McGruder | J. McRoberts | W. Reed | J. Richardson,MIA,2016-17,1,1.6,3,4,103.9,-2,0,-.500,0,+1,.000,-0.500,-1,-1,.000,-5
K. Anderson | P. Gasol | M. Ginobili | D. Lee | K. Leonard,SAS,2016-17,2,1.6,2,3,75.0,-1,0,-.500,0,0,.000,-0.500,0,0,.000,-2
M. Brogdon | S. Hawes | M. Teletovic | A. Toupane | R. Vaughn,MIL,2016-17,1,1.6,3,3,91.9,-2,-1,-.417,0,0,.000,-0.375,-1,-1,.000,-5
D. Booker | T. Chandler | A. Len | T. Ulis | T. Warren,PHO,2016-17,1,1.6,3,3,91.9,-2,0,-1.000,0,0,.000,-1.000,-2,-2,.000,-6
Q. Cook | J. Crawford | D. Cunningham | A. Davis | E. Moore,NOP,2016-17,1,1.6,3,3,90.0,-3,0,-1.000,-1,-1,.000,-1.167,0,0,.000,-7
A. Abrines | N. Cole | J. Grant | E. Kanter | D. McDermott,OKC,2016-17,1,1.6,3,4,102.9,-1,-2,-.067,0,0,.000,-0.067,0,0,.000,-2
J. Butler | D. McDermott | N. Mirotic | B. Portis | D. Wade,CHI,2016-17,2,1.6,3,2,73.5,+2,0,+.667,+1,0,+.500,+.833,0,0,.000,+5
G. Henderson | E. Ilyasova | N. Noel | S. Rodriguez | D. Saric,PHI,2016-17,1,1.6,2,3,77.4,+1,+1,+.333,0,-1,.000,+.333,0,0,.000,+2
W. Cauley-Stein | R. Gay | T. Lawson | G. Temple | A. Tolliver,SAC,2016-17,1,1.6,3,4,105.0,0,-1,+.083,0,0,.000,+.083,0,0,.000,0
J. Bayless | E. Ilyasova | J. Okafor | N. Stauskas | H. Thompson,PHI,2016-17,2,1.6,3,3,91.9,-1,0,-.500,0,0,.000,-0.500,+1,+1,.000,-1
K. Bazemore | K. Korver | M. Muscala | M. Scott | T. Sefolosha,ATL,2016-17,1,1.6,4,3,102.9,0,+1,-.083,-1,-1,-.500,-0.250,+1,+1,.000,0
L. Galloway | S. Labissiere | T. Lawson | B. McLemore | G. Papagiannis,SAC,2016-17,1,1.6,4,3,103.9,+2,+1,+.500,0,-1,.000,+.500,-1,-2,.000,+3
S. Adams | S. Christon | J. Grant | D. Sabonis | R. Westbrook,OKC,2016-17,3,1.6,3,3,88.2,-1,-2,-.333,0,0,.000,-0.333,+3,+4,.000,+1
A. Bennett | B. Bogdanovic | R. Hollis-Jefferson | L. Scola | I. Whitehead,BRK,2016-17,1,1.6,3,4,103.9,0,0,.000,+1,+1,.000,+.167,-1,-1,.000,0
J. Butler | C. Felicio | T. Gibson | D. Valentine | D. Wade,CHI,2016-17,1,1.6,2,1,45.0,0,+2,-.250,0,0,.000,-0.250,0,0,.000,0
K. Bazemore | M. Dunleavy | T. Hardaway | P. Millsap | D. Schroder,ATL,2016-17,7,1.6,8,2,154.8,+5,+8,+.556,0,0,.000,+.556,-1,-1,.000,+9
K. Anderson | J. Anthony | D. Bertans | D. Green | P. Mills,SAS,2016-17,1,1.6,3,3,89.1,-2,-1,-.667,-1,+1,-1.000,-0.833,0,0,.000,-5
T. Ariza | C. Capela | E. Gordon | J. Harden | K. McDaniels,HOU,2016-17,2,1.6,3,2,74.2,+1,-1,+1.000,0,-1,.000,+1.000,+3,+3,.000,+5
M. Delaney | T. Hardaway | K. Humphries | P. Millsap | D. Schroder,ATL,2016-17,2,1.6,5,5,148.5,+1,+3,-.100,0,0,.000,-0.100,-2,-1,-.500,0
W. Baldwin | V. Carter | J. Ennis | A. Harrison | Z. Randolph,MEM,2016-17,2,1.6,3,3,92.9,0,-2,+.250,0,-1,.000,+.250,0,+1,-.500,0
J. Calderon | B. Ingram | L. Nance Jr. | T. Robinson | N. Young,LAL,2016-17,1,1.6,3,4,108.4,-2,0,-.667,-1,-2,.000,-0.833,-1,-2,.000,-6
M. Morris | A. Nicholson | K. Oubre | M. Thornton | J. Wall,WAS,2016-17,2,1.6,3,4,102.9,+1,-2,+.600,-1,-1,.000,+.500,0,0,.000,+1
B. Bass | J. Crawford | W. Johnson | J. Redick | M. Speights,LAC,2016-17,1,1.6,3,2,74.2,-1,+1,-.500,0,+1,.000,-0.500,0,0,.000,-2
O. Asik | A. Brown | T. Frazier | T. Jones | E. Moore,NOP,2016-17,1,1.6,3,4,103.9,-2,0,-.667,-1,0,-1.000,-0.833,-1,-1,.000,-6
K. Durant | A. Iguodala | S. Livingston | J. McGee | K. Thompson,GSW,2016-17,3,1.6,2,3,74.2,+1,+1,+.167,0,0,.000,+.167,0,0,.000,+2
K. Durant | D. Green | S. Livingston | J. McAdoo | K. Thompson,GSW,2016-17,1,1.6,3,2,75.0,+1,-1,+.500,0,-1,+.500,+.542,-1,-1,-.500,+1
C. Brewer | J. Clarkson | L. Deng | B. Ingram | T. Robinson,LAL,2016-17,1,1.6,3,4,107.2,-1,0,-.500,0,0,.000,-0.500,+1,+1,.000,-1
B. Bogdanovic | R. Hollis-Jefferson | S. Kilpatrick | C. LeVert | B. Lopez,BRK,2016-17,2,1.6,5,4,133.6,-1,+2,-.750,-1,0,-1.000,-1.000,0,0,.000,-3
H. Barnes | N. Brussino | S. Curry | Y. Ferrell | N. Noel,DAL,2016-17,2,1.6,3,3,88.2,+2,+1,+.667,+1,+2,.000,+.833,-1,-2,.000,+4
R. Foye | J. Hamilton | R. Hollis-Jefferson | S. Kilpatrick | I. Whitehead,BRK,2016-17,1,1.6,4,4,120.0,-1,-5,+.083,0,0,.000,+.083,0,0,.000,-2
L. Aldridge | K. Anderson | K. Leonard | P. Mills | J. Simmons,SAS,2016-17,4,1.6,5,3,117.6,0,-1,.000,0,-1,.000,.000,+7,+9,.000,+7
G. Robinson | R. Stuckey | J. Teague | M. Turner | T. Young,IND,2016-17,2,1.6,4,4,120.0,-2,-3,-.500,0,0,.000,-0.500,0,+1,.000,-4
